set EDGES := e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20 e21 e22 e23 e24 e25 e26 e27 e28 e29 e30 e31 e32 e33 e34 e35 e36 e37 e38 e39 e40 e41 e42 e43 e44 e45 e46 e47 e48 e49 e50 e51 e52 e53 e54 e55 e56 e57 e58 e59 e60 e61 e62 e63 e64 e65 e66 e67 e68 e69 e70 e71 e72 e73 e74 e75 e76 e77 e78 e79 e80 e81 e82 e83 e84 e85 e86 e87 e88 e89 e90 e91 e92 e93 e94 e95 e96 e97 e98 e99 e100 e101 e102 e103 e104 e105 e106 e107 e108 e109 e110 e111 e112 e113 e114 e115 e116 e117 e118 e119 e120 e121 e122 e123 e124 e125 e126 e127 e128 e129 e130 e131 e132 e133 e134 e135 e136 e137 e138 e139 e140 e141 e142 e143 e144 e145 e146 e147 e148 e149 e150 e151 e152 e153 e154 e155 e156 e157 e158 e159 e160 e161 e162 e163 e164 e165 e166 e167 e168 e169 e170 e171 e172 e173 e174 e175 e176 e177 e178 e179 e180 e181 e182 e183 e184 e185 e186 e187 e188 e189 e190 e191 e192 e193 e194 e195 e196 e197 e198 e199 e200 e201 e202 e203 e204 e205 e206 e207 e208 e209 e210 e211 e212 e213 e214 e215 e216 e217 e218 e219 e220 e221 e222 e223 e224 e225 e226 e227 e228 e229 e230 e231 e232 e233 e234 e235 e236 e237 e238 e239 e240 e241 e242 e243 e244 e245 e246 e247 e248 e249 e250 e251 e252 e253 e254 e255 e256 e257 e258 e259 e260 e261 e262 e263 e264 e265 e266 e267 e268 e269 e270 e271 e272 e273 e274 e275 e276 e277 e278 e279 e280 e281 e282 e283 e284 e285 e286 e287 e288 e289 e290 e291 e292 e293 e294 e295 e296 e297 e298 e299 e300 e301 e302 e303 e304 e305 e306 e307 e308 e309 e310 e311 e312 e313 e314 e315 e316 e317 e318 e319 e320 e321 e322 e323 e324 e325 e326 e327 e328 e329 e330 e331 e332 e333 e334 e335 e336 e337 e338 e339 e340 e341 e342 e343 e344 e345 e346 e347 e348 e349 e350 e351 e352 e353 e354 e355 e356 e357 e358 e359 e360 e361 e362 e363 e364 e365 e366 e367 e368 e369 e370 e371 e372 e373 e374 e375 e376 e377 e378 e379 e380 e381 e382 e383 e384 e385 e386 e387 e388 e389 e390 e391 e392 e393 e394 e395 e396 e397 e398 e399 e400 e401 e402 e403 e404 e405 e406 e407 e408 e409 e410 e411 e412 e413 e414 e415 e416 e417 e418 e419 e420 e421 e422 e423 e424 e425 e426 e427 e428 e429 e430 e431 e432 e433 e434 e435 e436 e437 e438 e439 e440 e441 e442 e443 e444 e445 e446 e447 e448 e449 e450 e451 e452 e453 e454 e455 e456 e457 e458 e459 e460 e461 e462 e463 e464 e465 e466 e467 e468 e469 e470 e471 e472 e473 e474 e475 e476 e477 e478 e479 e480 e481 e482 e483 e484 e485 e486 e487 e488 e489 e490 e491 e492 e493 e494 e495 e496 e497 e498 e499 e500 e501 e502 e503 e504 e505 e506 e507 e508 e509 e510 e511 e512 e513 e514 e515 e516 e517 e518 e519 e520 e521 e522 e523 e524 e525 e526 e527 e528 e529 e530 e531 e532 e533 e534 e535 e536 e537 e538 e539 e540 e541 e542 e543 e544 e545 e546 e547 e548 e549 e550 e551 e552 e553 e554 e555 e556 e557 e558 e559 e560 e561 e562 e563 e564 e565 e566 e567 e568 e569 e570 e571 e572 e573 e574 e575 e576 e577 e578 e579 e580 e581 e582 e583 e584 e585 e586 e587 e588 e589 e590 e591 e592 e593 e594 e595 e596 e597 e598 e599 e600 e601 e602 e603 e604 e605 e606 e607 e608 e609 e610 e611 e612 e613 e614 e615 e616 e617 e618 e619 e620 e621 e622 e623 e624 e625 e626 e627 e628 e629 e630 e631 e632 e633 e634 e635 e636 e637 e638 e639 e640 e641 e642 e643 e644 e645 e646 e647 e648 e649 e650 e651 e652 e653 e654 e655 e656 e657 e658 e659 e660 e661 e662 e663 e664 e665 e666 e667 e668 e669 e670 e671 e672 e673 e674 e675 e676 e677 e678 e679 e680 e681 e682 e683 e684 e685 e686 e687 e688 e689 e690 e691 e692 e693 e694 e695 e696 e697 e698 e699 e700 e701 e702 e703 e704;
set NODES := node1 node2;

set MI_SETS := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64;
set SETS_J := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64;

param e: node1 node2 :=
e1 9 8
e2 10 7
e3 11 6
e4 12 5
e5 13 4
e6 14 3
e7 15 2
e8 16 1
e9 17 8
e10 17 12
e11 17 14
e12 17 15
e13 17 16
e14 18 7
e15 18 11
e16 18 13
e17 18 15
e18 18 16
e19 19 6
e20 19 10
e21 19 13
e22 19 14
e23 19 16
e24 20 5
e25 20 9
e26 20 13
e27 20 14
e28 20 15
e29 21 4
e30 21 10
e31 21 11
e32 21 12
e33 21 16
e34 22 3
e35 22 9
e36 22 11
e37 22 12
e38 22 15
e39 23 2
e40 23 9
e41 23 10
e42 23 12
e43 23 14
e44 24 1
e45 24 9
e46 24 10
e47 24 11
e48 24 13
e49 25 4
e50 25 6
e51 25 7
e52 25 8
e53 25 16
e54 25 24
e55 26 3
e56 26 5
e57 26 7
e58 26 8
e59 26 15
e60 26 23
e61 27 2
e62 27 5
e63 27 6
e64 27 8
e65 27 14
e66 27 22
e67 28 1
e68 28 5
e69 28 6
e70 28 7
e71 28 13
e72 28 21
e73 29 2
e74 29 3
e75 29 4
e76 29 8
e77 29 12
e78 29 20
e79 30 1
e80 30 3
e81 30 4
e82 30 7
e83 30 11
e84 30 19
e85 31 1
e86 31 2
e87 31 4
e88 31 6
e89 31 10
e90 31 18
e91 32 1
e92 32 2
e93 32 3
e94 32 5
e95 32 9
e96 32 17
e97 33 8
e98 33 12
e99 33 14
e100 33 15
e101 33 16
e102 33 20
e103 33 22
e104 33 23
e105 33 24
e106 33 26
e107 33 27
e108 33 28
e109 33 29
e110 33 30
e111 33 31
e112 33 32
e113 34 7
e114 34 11
e115 34 13
e116 34 15
e117 34 16
e118 34 19
e119 34 21
e120 34 23
e121 34 24
e122 34 25
e123 34 27
e124 34 28
e125 34 29
e126 34 30
e127 34 31
e128 34 32
e129 35 6
e130 35 10
e131 35 13
e132 35 14
e133 35 16
e134 35 18
e135 35 21
e136 35 22
e137 35 24
e138 35 25
e139 35 26
e140 35 28
e141 35 29
e142 35 30
e143 35 31
e144 35 32
e145 36 5
e146 36 9
e147 36 13
e148 36 14
e149 36 15
e150 36 17
e151 36 21
e152 36 22
e153 36 23
e154 36 25
e155 36 26
e156 36 27
e157 36 29
e158 36 30
e159 36 31
e160 36 32
e161 37 4
e162 37 10
e163 37 11
e164 37 12
e165 37 16
e166 37 18
e167 37 19
e168 37 20
e169 37 24
e170 37 25
e171 37 26
e172 37 27
e173 37 28
e174 37 30
e175 37 31
e176 37 32
e177 38 3
e178 38 9
e179 38 11
e180 38 12
e181 38 15
e182 38 17
e183 38 19
e184 38 20
e185 38 23
e186 38 25
e187 38 26
e188 38 27
e189 38 28
e190 38 29
e191 38 31
e192 38 32
e193 39 2
e194 39 9
e195 39 10
e196 39 12
e197 39 14
e198 39 17
e199 39 18
e200 39 20
e201 39 22
e202 39 25
e203 39 26
e204 39 27
e205 39 28
e206 39 29
e207 39 30
e208 39 32
e209 40 1
e210 40 9
e211 40 10
e212 40 11
e213 40 13
e214 40 17
e215 40 18
e216 40 19
e217 40 21
e218 40 25
e219 40 26
e220 40 27
e221 40 28
e222 40 29
e223 40 30
e224 40 31
e225 41 4
e226 41 6
e227 41 7
e228 41 8
e229 41 16
e230 41 18
e231 41 19
e232 41 20
e233 41 21
e234 41 22
e235 41 23
e236 41 24
e237 41 28
e238 41 30
e239 41 31
e240 41 32
e241 41 40
e242 42 3
e243 42 5
e244 42 7
e245 42 8
e246 42 15
e247 42 17
e248 42 19
e249 42 20
e250 42 21
e251 42 22
e252 42 23
e253 42 24
e254 42 27
e255 42 29
e256 42 31
e257 42 32
e258 42 39
e259 43 2
e260 43 5
e261 43 6
e262 43 8
e263 43 14
e264 43 17
e265 43 18
e266 43 20
e267 43 21
e268 43 22
e269 43 23
e270 43 24
e271 43 26
e272 43 29
e273 43 30
e274 43 32
e275 43 38
e276 44 1
e277 44 5
e278 44 6
e279 44 7
e280 44 13
e281 44 17
e282 44 18
e283 44 19
e284 44 21
e285 44 22
e286 44 23
e287 44 24
e288 44 25
e289 44 29
e290 44 30
e291 44 31
e292 44 37
e293 45 2
e294 45 3
e295 45 4
e296 45 8
e297 45 12
e298 45 17
e299 45 18
e300 45 19
e301 45 20
e302 45 22
e303 45 23
e304 45 24
e305 45 26
e306 45 27
e307 45 28
e308 45 32
e309 45 36
e310 46 1
e311 46 3
e312 46 4
e313 46 7
e314 46 11
e315 46 17
e316 46 18
e317 46 19
e318 46 20
e319 46 21
e320 46 23
e321 46 24
e322 46 25
e323 46 27
e324 46 28
e325 46 31
e326 46 35
e327 47 1
e328 47 2
e329 47 4
e330 47 6
e331 47 10
e332 47 17
e333 47 18
e334 47 19
e335 47 20
e336 47 21
e337 47 22
e338 47 24
e339 47 25
e340 47 26
e341 47 28
e342 47 30
e343 47 34
e344 48 1
e345 48 2
